Epoch 1, loss 31.332058919892862, train accuracy: 49.78%, Validation accuracy: 49.00%, Best Valid accuracy: 49.00%
Epoch 52, loss 10.04167360435383, train accuracy: 87.11%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 53, loss 10.302282096150623, train accuracy: 86.44%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 54, loss 8.888168644510579, train accuracy: 88.00%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 55, loss 10.382675307383025, train accuracy: 84.67%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 56, loss 9.825633760714412, train accuracy: 88.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 57, loss 10.411608853914169, train accuracy: 85.33%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 58, loss 8.99086378396188, train accuracy: 86.89%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 59, loss 9.882910527720647, train accuracy: 86.89%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 60, loss 9.141201114808261, train accuracy: 87.78%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 61, loss 9.678096553847784, train accuracy: 85.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 62, loss 8.813169387187752, train accuracy: 86.89%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 63, loss 8.656714394739238, train accuracy: 89.56%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 64, loss 9.078096093348194, train accuracy: 87.56%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 65, loss 9.140163100619562, train accuracy: 88.89%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 66, loss 7.487101553332612, train accuracy: 90.89%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 67, loss 9.479659209889004, train accuracy: 85.78%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 68, loss 8.772373219094495, train accuracy: 88.00%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 69, loss 8.875885152532769, train accuracy: 87.56%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 70, loss 9.881331315357352, train accuracy: 84.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 71, loss 8.866620707747732, train accuracy: 89.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 72, loss 8.805191633497081, train accuracy: 87.11%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 73, loss 9.220770664734054, train accuracy: 85.78%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 74, loss 7.734743976395699, train accuracy: 89.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 75, loss 8.935216675970407, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 76, loss 9.453319224544467, train accuracy: 86.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 77, loss 8.60126992311671, train accuracy: 85.56%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 78, loss 7.537153169103198, train accuracy: 90.44%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 79, loss 8.879706077479563, train accuracy: 87.56%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 80, loss 8.648474283168175, train accuracy: 88.22%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 81, loss 8.299566027603744, train accuracy: 88.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 82, loss 9.296668488120787, train accuracy: 86.22%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 83, loss 10.006254411501285, train accuracy: 84.44%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 84, loss 8.071633200509789, train accuracy: 89.33%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 85, loss 8.468196305061594, train accuracy: 88.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 86, loss 8.419655670811883, train accuracy: 88.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 87, loss 9.401282487462407, train accuracy: 85.33%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 88, loss 8.086273367445653, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 89, loss 8.763166482793658, train accuracy: 88.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 90, loss 8.79245106425753, train accuracy: 88.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 91, loss 7.519839209338941, train accuracy: 88.67%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 92, loss 9.379975434877561, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 93, loss 8.794198029712948, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 94, loss 7.111074612432741, train accuracy: 90.22%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 95, loss 8.906085340779294, train accuracy: 88.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 96, loss 8.695851284703188, train accuracy: 85.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 97, loss 8.233250356757797, train accuracy: 87.78%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 98, loss 8.607306378020587, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 99, loss 7.999531518249855, train accuracy: 87.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 100, loss 7.961166221951345, train accuracy: 86.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 101, loss 7.60484074149938, train accuracy: 88.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 102, loss 7.124725577227668, train accuracy: 90.22%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 103, loss 8.306885344484686, train accuracy: 88.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 104, loss 8.709999021020918, train accuracy: 85.56%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 105, loss 7.975123094097972, train accuracy: 88.22%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 106, loss 9.076262958077264, train accuracy: 85.56%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 107, loss 7.755963865155954, train accuracy: 87.56%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 108, loss 8.356704417268041, train accuracy: 89.33%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 109, loss 8.90279606792668, train accuracy: 86.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 110, loss 8.030995181014111, train accuracy: 85.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 111, loss 8.59655307891249, train accuracy: 85.56%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 112, loss 8.601851653066715, train accuracy: 86.89%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 113, loss 8.24168927435972, train accuracy: 87.33%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 114, loss 8.887257808802307, train accuracy: 86.44%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 115, loss 7.6084944682338, train accuracy: 86.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 116, loss 8.911631407681345, train accuracy: 84.44%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 117, loss 8.78243733095499, train accuracy: 85.78%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 118, loss 7.818685856643605, train accuracy: 88.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 119, loss 8.14597599793721, train accuracy: 86.89%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 120, loss 8.11190908327573, train accuracy: 88.22%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 121, loss 8.728599302213937, train accuracy: 83.56%, Validation accuracy: 73.00%, Best Valid accuracy: 78.00%
Epoch 122, loss 8.085822231609683, train accuracy: 86.22%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 123, loss 9.382306166108606, train accuracy: 84.67%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 124, loss 8.850910116770162, train accuracy: 86.22%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 125, loss 8.697911335829865, train accuracy: 88.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 126, loss 7.971539500396416, train accuracy: 88.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 127, loss 8.72450962333121, train accuracy: 85.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 128, loss 7.3564922603132565, train accuracy: 89.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 129, loss 7.339477756315963, train accuracy: 88.44%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 130, loss 8.072383553762627, train accuracy: 88.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 131, loss 8.48212236851477, train accuracy: 86.89%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 132, loss 8.330939153546948, train accuracy: 86.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 133, loss 8.87126198348203, train accuracy: 85.33%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 134, loss 7.50070943357103, train accuracy: 88.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 135, loss 7.2621140567045135, train accuracy: 89.78%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 136, loss 9.219265371256505, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 137, loss 8.528667751936164, train accuracy: 87.56%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 138, loss 8.027144600539309, train accuracy: 85.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 139, loss 7.754381307408971, train accuracy: 88.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 140, loss 7.149963160663772, train accuracy: 88.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 141, loss 7.6289808183942425, train accuracy: 87.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 142, loss 7.741672637891972, train accuracy: 87.11%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 143, loss 7.802936874266369, train accuracy: 88.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 144, loss 8.363278297698981, train accuracy: 87.78%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 145, loss 8.136764321341586, train accuracy: 86.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 146, loss 8.560848360831592, train accuracy: 85.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 147, loss 7.662739006223353, train accuracy: 86.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 148, loss 7.915909536360242, train accuracy: 86.00%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 149, loss 8.68056849501415, train accuracy: 86.00%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 150, loss 7.441517171738756, train accuracy: 86.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 151, loss 8.567453954771471, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 152, loss 8.633299532773318, train accuracy: 86.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 153, loss 7.711235197361484, train accuracy: 88.44%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 154, loss 7.086496267447473, train accuracy: 89.33%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 155, loss 7.438455694621972, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 156, loss 7.355691760555379, train accuracy: 88.00%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 157, loss 8.795692193970027, train accuracy: 86.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 158, loss 7.8482068730244166, train accuracy: 89.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 159, loss 8.795194353816328, train accuracy: 85.56%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 160, loss 8.315425296429229, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 161, loss 8.763645507204199, train accuracy: 85.78%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 162, loss 8.708122928109203, train accuracy: 88.00%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 163, loss 8.033122157903154, train accuracy: 85.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 164, loss 9.036687578793007, train accuracy: 86.00%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 165, loss 9.341542000089664, train accuracy: 84.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 166, loss 8.334754236595934, train accuracy: 87.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 167, loss 7.80390999585603, train accuracy: 86.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 168, loss 8.437842129024295, train accuracy: 85.56%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 169, loss 6.99178717205467, train accuracy: 88.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 170, loss 8.497249347810081, train accuracy: 86.44%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 171, loss 7.457023837370498, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 172, loss 8.944537737320777, train accuracy: 85.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 173, loss 7.787647503490225, train accuracy: 89.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 174, loss 8.69707051813393, train accuracy: 85.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 175, loss 7.164799873624239, train accuracy: 88.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 176, loss 8.208622514087578, train accuracy: 85.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 177, loss 7.517920155275514, train accuracy: 87.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 178, loss 8.345283445401227, train accuracy: 86.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 179, loss 8.379686694091298, train accuracy: 86.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 180, loss 7.789256450876873, train accuracy: 86.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 181, loss 8.606146214804232, train accuracy: 87.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 182, loss 8.050004774825386, train accuracy: 86.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 183, loss 8.321022974293223, train accuracy: 86.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 184, loss 8.24488527594448, train accuracy: 86.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 185, loss 7.814751376534445, train accuracy: 86.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 186, loss 8.93210558500869, train accuracy: 84.44%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 187, loss 8.52828248519685, train accuracy: 87.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 188, loss 8.312022797732626, train accuracy: 88.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 189, loss 8.109355660900249, train accuracy: 88.00%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 190, loss 7.547096737075476, train accuracy: 86.89%, Validation accuracy: 72.00%, Best Valid accuracy: 78.00%
Epoch 191, loss 8.317944166572278, train accuracy: 86.22%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 192, loss 8.60104722456661, train accuracy: 86.22%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 193, loss 7.762515610492153, train accuracy: 86.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 194, loss 8.225901709934178, train accuracy: 86.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 195, loss 8.927358968161633, train accuracy: 84.67%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 196, loss 8.644729800621798, train accuracy: 85.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 197, loss 6.869357234331087, train accuracy: 88.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 198, loss 8.24532285695469, train accuracy: 85.78%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 199, loss 8.88850288285319, train accuracy: 86.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 200, loss 8.414695758563965, train accuracy: 85.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 201, loss 7.205639264347454, train accuracy: 86.00%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 202, loss 8.648239466073091, train accuracy: 87.56%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 203, loss 7.327630340192807, train accuracy: 89.33%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 204, loss 7.621319887231001, train accuracy: 87.56%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 205, loss 8.898294774351692, train accuracy: 84.67%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 206, loss 7.482867487113996, train accuracy: 88.89%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 207, loss 8.35934667500461, train accuracy: 88.22%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 208, loss 8.34574045003358, train accuracy: 86.22%, Validation accuracy: 71.00%, Best Valid accuracy: 78.00%
Epoch 209, loss 7.938815605863996, train accuracy: 89.56%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 210, loss 7.731534205045649, train accuracy: 89.11%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 211, loss 7.477981995927742, train accuracy: 87.78%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
Epoch 212, loss 8.709802822909028, train accuracy: 84.89%, Validation accuracy: 70.00%, Best Valid accuracy: 78.00%
Epoch 213, loss 8.210980031678426, train accuracy: 86.22%, Validation accuracy: 69.00%, Best Valid accuracy: 78.00%
